Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city's water supply,Timescale,Magnitude,Risk description,Current population,Population year,City Location
50560,City of Oakland,Oakland,United States of America,North America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,"The state of California is recovering from a serious four year drought, which required exceptional water conservation measures to address the impacts of a limited snowpack and unsustainably depleted groundwater supply. As a result of the drought, communities were left with limited access to water and forest and land fires increased in frequency and severity.",420000,2016,"(37.8044, -122.271)"
50560,City of Oakland,Oakland,United States of America,North America,public,,2018,Higher water prices,Current,Serious,"The Cityâ€™s utility, East Bay Municipal Utility District declared a stage 4 drought. Temporary drought surcharges of up to 25% on water flow charges and excessive water use penalty went into effect in 2015. Both regulations were lifted in 2016.",420000,2016,"(37.8044, -122.271)"
50560,City of Oakland,Oakland,United States of America,North America,public,,2018,Regulatory,Current,Serious,"The City's water utility has no tiered pricing, a strategy that could be pivotal for conserving water. The State of California also has antiquated water right laws that allow for excessive water use.",420000,2016,"(37.8044, -122.271)"
50560,City of Oakland,Oakland,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Current,Extremely serious,"The City's water supplier, East Bay Municipal Utility District (EBMUD) has a degrading infrastructure. Much of the pipelines used to deliver water are decades old. EBMUD may hike up water rates to pay for capital investments.",420000,2016,"(37.8044, -122.271)"
54649,Prefeitura de TatuÃ­,TatuÃ­,Brazil,Latin America,public,,2018,Declining water quality,Current,Serious,NA,116.296,2017,"(-23.3492, -47.8466)"
50562,City of Chula Vista,Chula Vista,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,Our region came out of a 7 year extreme drought two years ago and last year we had the second driest year on record and are already back in a moderate drought.,265070,2016,"(32.64, -117.084)"
50565,City of Toledo,Toledo,United States of America,North America,public,,2018,Declining water quality,Medium-term,Extremely serious,"The City of Toledo sees water issues as a priority. We track water quality issues and take  steps to prevent challenges to water treatment. We are minimizing our risk by upgrading our facilities, increasing capacity and redundancy.  However, there are several circumstances that stand in the way of progress. Fertilizer runoff, as well as nonpoint sources, create challenges to water quality.  An increase in nutrients into the Maumee River creates increased opportunities of algal blooms in the Western Basin of Lake Erie. The city views this as a long term problem and is working toward prevention.",287208,2010,"(41.6639, -83.5552)"
50566,City of Anchorage,Anchorage,United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,Serious,"Eklutna Lake, which is fed by the Eklutna Glacier, provides almost 90% of the city's water supply (as well as water for a 40 MW hydroelectric power plant). The glacier is losing mass and will eventually melt away.",297483,2017,"(61.2181, -149.9)"
50568,City of Saskatoon,Saskatoon,Canada,North America,public,,2018,Declining water quality,Short-term,NA,NA,265300,2016,"(52.1332, -106.67)"
50568,City of Saskatoon,Saskatoon,Canada,North America,public,,2018,NA,Short-term,NA,NA,265300,2016,"(52.1332, -106.67)"
50568,City of Saskatoon,Saskatoon,Canada,North America,public,,2018,Inadequate or ageing infrastructure,Short-term,NA,NA,265300,2016,"(52.1332, -106.67)"
50568,City of Saskatoon,Saskatoon,Canada,North America,public,,2018,Increased water stress or scarcity,Short-term,NA,NA,265300,2016,"(52.1332, -106.67)"
50578,City of Windsor,Windsor,Canada,North America,public,,2018,Declining water quality,Long-term,Serious,"Warming temperatures and nutrient loading have led to a resurgency in toxic cyanobacteria blooms in Lakes St. Clair and Erie. This has resulted in fish deaths, water boil advisories, clogged water intake and decreased recreation possibilities, and may continue to worsen as temperatures continue to rise. Windsor's water intake is located in the Detroit River which provides some protection from cyanobacteria.",217188,2016,"(42.3149, -83.0364)"
50578,City of Windsor,Windsor,Canada,North America,public,,2018,Increased water stress or scarcity,Long-term,Less Serious,"Potential for decreasing water levels in the Great Lakes, which could stress the regional water transporation systems (ie. freighter shipping, recreational boating).",217188,2016,"(42.3149, -83.0364)"
50665,MunicÃ­pio de Ovar,Ovar,Portugal,Europe,public,,2018,NA,Short-term,NA,NA,55398,2017,"(40.8901, -8.59723)"
50665,MunicÃ­pio de Ovar,Ovar,Portugal,Europe,public,,2018,Declining water quality,Medium-term,NA,NA,55398,2017,"(40.8901, -8.59723)"
50680,MunicÃ­pio de Cascais,Cascais,Portugal,Europe,public,,2018,Increased water stress or scarcity,Long-term,NA,"There are extreme situations: fast floods with more or less damage in rainy moments and in summer, there are streams which dry almost totally. Pollutant discharges increase water stress.",208122,2014,"(38.697, -9.42229)"
50680,MunicÃ­pio de Cascais,Cascais,Portugal,Europe,public,,2018,Declining water quality,Medium-term,NA,"There is a high number of inappropriate and uncontrolled wastewater discharges in streams. This represent high levels of organic matter in the mains streams of Cascais. If extreme events like rainfall events occurs, the situation explain above it will get worst.",208122,2014,"(38.697, -9.42229)"
50680,MunicÃ­pio de Cascais,Cascais,Portugal,Europe,public,,2018,NA,Medium-term,NA,Climate scenarios suggest a trend to rainfall events which is a cause to flood problems.,208122,2014,"(38.697, -9.42229)"
50782,Dhaka City,Dhaka,Bangladesh,South and West Asia,public,C40,2018,Increased water stress or scarcity,Current,NA,Crysis of drinking water,4500000,0,"(23.8103, 90.4125)"
50782,Dhaka City,Dhaka,Bangladesh,South and West Asia,public,C40,2018,NA,Short-term,NA,Increases water born diseases,4500000,0,"(23.8103, 90.4125)"
50782,Dhaka City,Dhaka,Bangladesh,South and West Asia,public,C40,2018,Declining water quality,Current,NA,NA,4500000,0,"(23.8103, 90.4125)"
50782,Dhaka City,Dhaka,Bangladesh,South and West Asia,public,C40,2018,Inadequate or ageing infrastructure,Current,NA,NA,4500000,0,"(23.8103, 90.4125)"
50794,Prefeitura Municipal de Caieiras,Caieiras,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,NA,"Caieiras Ã© um dos Ãºltimos municÃ­pios a receber Ã¡gua do sistema Alto TietÃª e depende de bombeamento para isso, portanto em crise hÃ­drica serÃ¡ um dos primeiros a sofrer com as consequÃªncias, o que jÃ¡ vem ocorrendo no Ãºltimo ano no Sistema Cantareira.Perda de produÃ§Ã£o na industrial, onde se utiliza a Ã¡gua como parte de processo.Desconfortos a populaÃ§Ã£o, problemas a saÃºde dos munÃ­cipes e seguranÃ§a.",98.223,2017,"(-23.3612, -46.7402)"
50794,Prefeitura Municipal de Caieiras,Caieiras,Brazil,Latin America,public,,2018,Inadequate or ageing infrastructure,Long-term,NA,"Perdas de Ã¡gua e consequentemente, perdas financeiras devido a necessidade de manutenÃ§Ãµes ou troca de tubulaÃ§Ãµes.",98.223,2017,"(-23.3612, -46.7402)"
50794,Prefeitura Municipal de Caieiras,Caieiras,Brazil,Latin America,public,,2018,Higher water prices,Medium-term,NA,Por conta da falta de Ã¡gua e escassez.,98.223,2017,"(-23.3612, -46.7402)"
50794,Prefeitura Municipal de Caieiras,Caieiras,Brazil,Latin America,public,,2018,NA,Current,NA,"Em decorrÃªncia das fortes chuvas, o municÃ­pio sofreu graves inundaÃ§Ãµes que ocasionaram realocaÃ§Ã£o de famÃ­lias e agravamento das Ã¡reas de risco.",98.223,2017,"(-23.3612, -46.7402)"
52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Long-term,NA,"Devido ao aumento do nÃ­vel do mar poderÃ¡ haver incidÃªncia de salinizaÃ§Ã£o da Ã¡guas dos rios locais, o que poderÃ¡ ocasionar  problemas de escassez de Ã¡gua potÃ¡vel. AlÃ©m disso problemas ambientais podem comprometer os rios e mananciais.",641523,2016,"(-10.9472, -37.0731)"
52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,public,,2018,Declining water quality,Long-term,NA,"Problema ambientais relacionados a poluiÃ§Ã£o e degradaÃ§Ã£o ambiental podem comprometer os rios e mananciais, contribuindo para diminuiÃ§Ã£o da qualidade dos recursos.",641523,2016,"(-10.9472, -37.0731)"
52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,public,,2018,Higher water prices,Long-term,NA,"Corre-se o risco de diminuiÃ§Ã£o da oferta de Ã¡gua, tanto para o consumo humano como para produÃ§Ã£o de energia. Isso poderÃ¡ acarretar no aumento do valor do recurso e onerar custo de produÃ§Ã£o. Custo que consequentemente serÃ£o repassados para a populaÃ§Ã£o.",641523,2016,"(-10.9472, -37.0731)"
52894,City of Winston-Salem,Winston-Salem,United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,Less Serious,Increased possibility of drought over the long term.,242203,2016,"(36.0999, -80.2442)"
53921,"City of Tempe, AZ",Tempe,United States of America,North America,public,,2018,Increased water stress or scarcity,Current,NA,"As a desert city, water scarcity is already an issue for Tempe. An increase in temperature as well as an increase in population has put extreme water stress on the region.",175826,2015,"(33.4255, -111.94)"
53921,"City of Tempe, AZ",Tempe,United States of America,North America,public,,2018,NA,Short-term,NA,"Climate change is expected to cause an increase in extreme weather events, such as haboobs. The city's infrastructure already struggles to handle the flooding that occurs with these events, which cause transportation issues, potential health risks, and a decrease in emergency response time.",175826,2015,"(33.4255, -111.94)"
53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,public,,2018,Increased water stress or scarcity,Short-term,Serious,"The Northwest Arkansas region is fortunate to have a stable water source from Beaver Lake which is controlled by the Army Corp of Engineers. The Beaver Water District supplies the region with potable water from this source. In the long-term the region has a stable water source, however there are short term risks to this water source. Flooding events bring sediment load into the lake which makes water treatment more costly during these times. Significant and prolonged drought would also bring a level of risk if the lake level dropped to the point that the intake valve would need to be positioned at a greater depth.",85747,2017,"(36.0821, -94.1719)"
53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,public,,2018,Increased water demand,Long-term,Serious,The region is reliant on a single drinking water source - Beaver Lake.,85747,2017,"(36.0821, -94.1719)"
53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,public,,2018,Declining water quality,Medium-term,Serious,Much of the urbanized area in Northwest Arkansas drains to Beaver Lake. Stormwater pollution and runoff are impacting the quality of the water draining into our drinking water source.,85747,2017,"(36.0821, -94.1719)"
53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Long-term,Serious,Like all City's there is constant maintenance to ensure that the City's water infrastructure can handle the needed flow.,85747,2017,"(36.0821, -94.1719)"
54066,City of Fort Collins,Fort Collins,United States of America,North America,public,,2018,Increased water stress or scarcity,NA,NA,"Historically, the Fort Collins water supply has been at risk from drought. It is anticipated that drought events will continue in the future and be further exacerbated by climate change. An ongoing reduction in snow pack due to higher average temperatures, which is the primary source of water supply for our region, is a newer risk. Climate models do not agree on the impacts to precipitation, but not having an adequate level of snow is likely to be a substantive challenge in the coming decades.",167492,2017,"(40.5853, -105.084)"
54066,City of Fort Collins,Fort Collins,United States of America,North America,public,,2018,Declining water quality,NA,NA,"Historically, the Fort Collins water supply has been at risk from wildfire and the often associated flooding. It is anticipated that these types of events will continue in the future and be further exacerbated by climate change.",167492,2017,"(40.5853, -105.084)"
54075,City of Lakewood,Lakewood,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"Most projections of future hydrology for Coloradoâ€™s river basins show decreasing annual runoff and less overall water supply, but some projections show increasing runoff. Warming temperatures could continue the recent trend towards earlier peak runoff and lower late summer flows.Warming temperatures could increase the loss of water from plants and soil, lengthen growing seasons, and increase overall water demand.Groundwater usage for agriculture could increase with warmer temperatures. Changes in precipitation could affect groundwater recharge rates.Earlier streamflow timing could affect rafting and fishing. Changes in reservoir storage could affect recreation on-site and downstream. Declining snowpacks could impact winter mountain recreation and tourism.(Climate Change in Colorado: A Synthesis to Support Water Resources Management and Adaptation, 2014)",154368,2016,"(39.7047, -105.081)"
54075,City of Lakewood,Lakewood,United States of America,North America,public,,2018,Declining water quality,Medium-term,Serious,"Warmer water temperatures could cause many indicators of water quality to decline. Lower streamflows could lead to increasing concentrations of pollutants.Warmer stream temperatures could have direct and indirect effects on aquatic ecosystems, including the spread of non-native species and diseases to higher elevations. Changes in streamflow timing could also affect riparian ecosystems.(Climate Change in Colorado: A Synthesis to Support Water Resources Management and Adaptation, 2014)",154368,2016,"(39.7047, -105.081)"
54075,City of Lakewood,Lakewood,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Medium-term,Less Serious,"Changes in the snowpack and in streamflow timing could affect reservoir operations, including flood control and storage. Changes in the timing and magnitude of runoff could affect the functioning of diversion, storage, and conveyance structures.Warmer temperatures could place higher demands on hydropower facilities for peaking power in summer. Warmer lake and stream temperatures, and earlier runoff, could affect water use for cooling power plants and in other industries.(Climate Change in Colorado: A Synthesis to Support Water Resources Management and Adaptation, 2014)",154368,2016,"(39.7047, -105.081)"
54075,City of Lakewood,Lakewood,United States of America,North America,public,,2018,Higher water prices,Medium-term,Serious,"Current water prices do not reflect the current demand, which would be exacerbated by climate change.",154368,2016,"(39.7047, -105.081)"
54078,City of Hayward,Hayward,United States of America,North America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,"Statewide drought. Although California experienced record precipitation during the winter of 2016-2017, the repercussions of the State's multi-year drought will continue to impact water resources in the future.",158985,2016,"(37.6689, -122.081)"
54078,City of Hayward,Hayward,United States of America,North America,public,,2018,Higher water prices,Current,Serious,Prices have increased due to drought.,158985,2016,"(37.6689, -122.081)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Declining water quality,Medium-term,Serious,Increased groundwater salinity due to salt and brine used for winter de-icing.,131794,2016,"(43.55, 80.25)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"The Tier 3 water quantity analysis completed as per the provincial source water protection program identified a water quantity risk (wellhead protection area - Q) which encompasses the City of Guelph. The Wellhead Protection Area for water quantity (WHPA-Q) was determined using thegroundwater flow model. A technical definition of the WHPA-Q is found in the provincialTechnical Rules, but essentially the WHPA-Q is the drawdown from the municipal watersupply wells when pumping plus the additional drawdown of other permitted water takings(residential, industrial, commercial, institutional, recreational, etc.) when pumping. It alsoincludes any surface water drainage area that contributes a significant proportion of surfacewater to the wells and any area where a future reduction in recharge would have ameasureable impact on the municipal wells. Since the WHPA-Q must include the influenceof drawdown from other permitted takings, it extends beyond what it would if it containedonly the municipal wells. As a result, the WHPA-Q extends beyond the Cityâ€™s limits into othermunicipalities.",131794,2016,"(43.55, 80.25)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Inadequate or ageing infrastructure,Current,Serious,"The City's water infrastructure has traditionally been underfunded. Based on completion of risk assessments, some of the infrastructure is vulnerable due to age.",131794,2016,"(43.55, 80.25)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Regulatory,Current,Serious,"The City's water infrastructure has traditionally been underfunded. Based on completion of risk assessments, some of the infrastructure is vulnerable due to age.",131794,2016,"(43.55, 80.25)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Increased water demand,Medium-term,Less Serious,"Our water demand forecasting is based on projected population growth as well as the arrival of new industry in the city. Currently the city completes water supply planning on a seven-year cycle, which determines available water supply.",131794,2016,"(43.55, 80.25)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Energy supply issues,Current,Less Serious,"Water supply is dependent on consistent and reliable electricity supply. In the event of a major electricity outage lasting more than 12 hours, our ability to maintain water supply would be compromised.",131794,2016,"(43.55, 80.25)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Declining water quality,Current,Serious,Sources of contamination from current and abandoned industrial sites/activities are impacting water supply and have the potential to further impact supply.,131794,2016,"(43.55, 80.25)"
54084,City of Guelph,Guelph,Canada,North America,public,,2018,Higher water prices,Long-term,Less Serious,"The cost of water production may increase as less-expensive sources of supply reach their capacity. For example, having to treat water based on new regulations would add to the delivered cost, and this cost increase would have to be passed along to customers.",131794,2016,"(43.55, 80.25)"
54100,"City of Columbia, MO","Columbia, MO",United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"The current supply is adequate for present needs. The Cityâ€™s primary water supply source is an aquifer located in the McBaine Bottoms near the Missouri River. Based on a test conducted in September 2015, all 15 wells in operation produced about 27 million gallons per day (MGD), which is in excess of the Cityâ€™s historical highest demand of 24 MGD. Three new wells to be built in the fall of 2016 will increase the raw water supply to the plant to 32 MGD.Future demands will require in excess of 32 MGD, potentially up to 45 MGD. To meet future demands, we will need to increase the water supply",119098,2017,"(38.9517, -92.3341)"
54100,"City of Columbia, MO","Columbia, MO",United States of America,North America,public,,2018,Declining water quality,Medium-term,Serious,"The McBaine wells are somewhat susceptible to contamination from nearby sources, since groundwater flows relatively freely through the sand and gravel aquifer.Although our wells are not under the direct influence of surface water, they are influenced to some degree by surface phenomena. Therefore, we must exercise caution with regard to land use in the McBaine bottoms area.As previously outlined, the SWP Task Force identified seven potential threats to the ground water in the McBaine bottoms:1. Malicious tampering with individual source water (or nearby monitoring wells)2. Use of pesticides, herbicides, and fertilizers3. Seepage from the City of Columbia wastewater treatment wetlands4. Groundwater migration from under the Eagle Bluffs conservation wetlands5. Infiltration from the Missouri River6. Future activities in the McBaine bottoms area7. Petroleum pipelines through the well field",119098,2017,"(38.9517, -92.3341)"
54100,"City of Columbia, MO","Columbia, MO",United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Medium-term,Less Serious,There is not enough infrastructure to meet future demands to provide a reliable drinking water system that meets quality guidelines. The wells and water treatment plant can deliver about 24 MGD to the system. The plant will need to be expanded sooner if we donâ€™t limit growth in water use. The utilityâ€™s recent 5-year capital improvement plan includes funding for treatment plant rehabilitation that will be needed regardless of whether the community decides to delay expansion of the treatment plant. Funding for upgrades or expansion could come from a voter approved bond issue in thefuture.,119098,2017,"(38.9517, -92.3341)"
54104,City of Boulder,Boulder,United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,NA,"In the event of prolonged drought, Boulderâ€™s hydropower production and supply could be negatively impacted. Further, water scarcity would impact the operation of our water treatment plant and overall water availability to the community, particularly in the form of water/irrigation limitations.",108707,2016,"(40.0274, -105.252)"
54104,City of Boulder,Boulder,United States of America,North America,public,,2018,NA,Short-term,NA,Flood events could lead to water contamination and threaten vital water supply infrastructure increasing costs for production or ceasing the operation of water (and wastewater) treatment plants.,108707,2016,"(40.0274, -105.252)"
54104,City of Boulder,Boulder,United States of America,North America,public,,2018,Declining water quality,Long-term,NA,"Water quality is threatened from increased pollutants directly discharged or transferred through natural weather (i.e. acidic rain, top soil windblown into water). Declining water quality will increase costs of water treatment and threaten ecosystems and human health.",108707,2016,"(40.0274, -105.252)"
54104,City of Boulder,Boulder,United States of America,North America,public,,2018,NA,Current,NA,The water treatment facility is susceptible to power outages that could affect water management.,108707,2016,"(40.0274, -105.252)"
54108,City of Durham,"Durham, NC",United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,Serious,Climate change is expected to bring more drought to our area. We are also growing in population quickly.,263016,2016,"(35.994, -78.8986)"
54108,City of Durham,"Durham, NC",United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Current,Serious,We have very old pipes and one of our water treatment plants is 100 years old,263016,2016,"(35.994, -78.8986)"
54109,City of Bloomington,Bloomington,United States of America,North America,public,,2018,Declining water quality,Long-term,Less Serious,Water quality could be an issue in the future given we use surface water. Warmer temperatures and increased dramatic rain events could increase algal blooms and surface runoff.,84067,2016,"(39.1653, -86.5264)"
54109,City of Bloomington,Bloomington,United States of America,North America,public,,2018,Increased water demand,Long-term,Less Serious,A growing population will increase the demand for water from our public utilities.,84067,2016,"(39.1653, -86.5264)"
54109,City of Bloomington,Bloomington,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Long-term,Less Serious,Sedimentation limits usable lifetime of reservoir.,84067,2016,"(39.1653, -86.5264)"
54113,City of Flagstaff,Flagstaff,United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,Extremely serious,"Flagstaff is reliant on a substantial amount of groundwater, which will run out if our population continues to grow long-term.",71975,2017,"(35.1992, -111.631)"
54113,City of Flagstaff,Flagstaff,United States of America,North America,public,,2018,Higher water prices,Long-term,Serious,"Energy costs due to water production continue to rise, placing stress on vulnerable populations.",71975,2017,"(35.1992, -111.631)"
54114,City of Asheville,Asheville,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Short-term,Extremely serious,Asheville's largest reservoir provides 70% of the water supply to the City. The dam for the reservoir was constructed over 60 years ago and past flood events and related erosion have shown the dam to be exposed to extreme precipitation and flooding events and is at a high risk of dam breach.,89121,2016,"(35.5951, -82.5515)"
54114,City of Asheville,Asheville,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"Buncombe County is one of the driest counties in NC, receiving only about 40"" of rain per year. This low rainfall, coupled with the lack of any viable regional aquifer that could be used for well waters, makes the City 's exposure to drought very high.",89121,2016,"(35.5951, -82.5515)"
54114,City of Asheville,Asheville,United States of America,North America,public,,2018,Increased water demand,Long-term,Serious,"The City's population continues to increase as well as the demand on the City's water supply. As the demand continues to grow, the threat of water shortage will increase.",89121,2016,"(35.5951, -82.5515)"
54124,City of Fremont,Fremont,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"With less frequent / consitent rainfall, increasing temperatures, and drought conditions exacerbated by climate change, local groundwater resources may become more scarce.",234962,2017,"(37.5483, -121.989)"
54124,City of Fremont,Fremont,United States of America,North America,public,,2018,Increased water demand,Current,Less Serious,"With substantial new residential and commercial construction, demand on water resources during the construction phase has increased in the short term, straining an already limited water supply that has barely recovered from drought conditions.",234962,2017,"(37.5483, -121.989)"
54124,City of Fremont,Fremont,United States of America,North America,public,,2018,Higher water prices,Current,Less Serious,"During the most recent historic drought in California, the  local water utility placed a drought surcharge on retail water prices. After the drought had been declared over, this surcharge was memorialized as a permanent rate increase.",234962,2017,"(37.5483, -121.989)"
54402,City of Lahti,Lahti,Finland,Europe,public,,2018,Increased water stress or scarcity,Medium-term,Serious,Increasing precipitation and higher groundwater levels may harm buildings and infrastructure and maintenance.,119573,2017,"(60.9833, 25.65)"
54459,City of ReykjavÃ­k,ReykjavÃ­k,Iceland,Europe,public,,2018,Declining water quality,Long-term,Less Serious,"Increased urban developement close to the water protection area for the city water supply is a risk due to more traffic and possible effects from stormwater from adjoining residential and industrial areas. Tourism and recreational use of the adjoining areas also pose a risk. A heavily trafficated highway passes through the outskirts of the water protection area, there is considerable traffic with dangerous materials that passes through.",123246,2017,"(64.1265, -21.8174)"
54656,Prefeitura de Vinhedo,Vinhedo,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Current,NA,NA,71217,2014,"(-23.0307, -46.9838)"
54128,City of Reno,Reno,United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,NA,Potential impacts to the regionâ€™s water supply and quality from climate variability include:â€¢ Surface water supplies from Truckee River and tributaries are reduced in capacity; small watershed streams may disappearâ€¢ Groundwater supplies decline as the result of increased pumping; associated decreases in local ground water table and impacts to domestic wellsâ€¢ Emergency expansion of groundwater supplies to include non-compliant sources; increase in treatment costs and potential damage to water supply infrastructureâ€¢ Reduced municipal blending capacity during prolonged drought periodsâ€¢ Local water table declines will negatively influence wetlands and soil moistureâ€¢ Total Maximum Daily Load (TMDL) issues at waste water reclamation facilities may occurâ€¢ Flood events will contaminate surface and ground water suppliesâ€¢ Erosion and increase in deposits from runoffs in rivers/tributaries? Lake Tahoe clarity concerns with increased erosion and deposits from runoffsâ€¢ Decreased snowpack will result in a shorter and less intense spring runoffâ€¢ Increased night time temperatures will increase exterior watering to maintain landscaping and agriculture,245255,2016,"(39.5296, -119.814)"
54128,City of Reno,Reno,United States of America,North America,public,,2018,NA,Long-term,NA,"Concerns related to flood events include:? Under-designed flood control infrastructures? Flood plain expansion into fuel storage facilities (e.g., Sparks tank farm) and sewage treatment plants (TMWRF)? Extensive damages to storm drain networks? Repeated damage to the water, gas, and sewer infrastructure and eventual removal of the infrastructure from operation? Disruption of regional ground, rail and air transportation? Insufficient land use planning to protect residences and businesses within identified flood inundation areas? Expanded and more severe environmental contamination, which will be more costly to mitigate and remove? Geomorphic alteration and water quality degradation on the Truckee River, major and minor streams and terminal lakes? Shortened recurrence intervals of main stem Truckee River events and development of floods during above average water year runoff",245255,2016,"(39.5296, -119.814)"
54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,public,,2018,Increased water stress or scarcity,Medium-term,NA,Reduced water supply and increased cost of production.  Threatened supply of drinking water / catchment capacity.,211201,2017,"(-34.4278, 150.893)"
54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,public,,2018,NA,Current,NA,"Stormwater capacity of channel, bank overflow, scouring, property damage.  Detention Basins - Saltwater inundation from increased sea levels.  Risk to Water Quality Devices - excedence of treatment capacity.",211201,2017,"(-34.4278, 150.893)"
54277,New Plymouth District Council,New Plymouth District,New Zealand,Southeast Asia and Oceania,public,,2018,Increased water demand,Short-term,Serious,"High water consumption per capita means the district is already at risk of demand exceeding supply. An increasing population and summer tourism economy will put added pressure on supply. It may be difficult to meet community expectations of a consistent water supply and maintain a contingency supply for emergencies. Under current usage, our primary source of water has storage capacity for about 10 days of supply at any given time. In line with the districtâ€™s growth projections, demand for water is expected to grow by 20 per cent over the next 30 years.",82130,2017,"(-39.1011, 174.354)"
54277,New Plymouth District Council,New Plymouth District,New Zealand,Southeast Asia and Oceania,public,,2018,Inadequate or ageing infrastructure,Short-term,Serious,Ageing infrastructure such as asbestos piping requires replacement. Our network also lacks sufficient resilience to emergency events.,82130,2017,"(-39.1011, 174.354)"
54298,Dalian Municipal People's Government,Dalian,China,East Asia,public,C40,2018,Increased water stress or scarcity,NA,NA,NA,0,0,"(38.9389, 121.567)"
54298,Dalian Municipal People's Government,Dalian,China,East Asia,public,C40,2018,Higher water prices,NA,NA,NA,0,0,"(38.9389, 121.567)"
54337,Greater Amman Municipality,Amman,Jordan,Middle East,public,C40,2018,Increased water stress or scarcity,Current,Extremely serious,"Jordan is one of the most water-deprived countries in the world. Long term average rainfall is decreasing gradually in Jordan. At the same time ground water abstraction is above safe yields, since surface sources are insufficient for the population.",3800000,2017,"(31.9454, 35.9284)"
54337,Greater Amman Municipality,Amman,Jordan,Middle East,public,C40,2018,Increased water demand,Current,Extremely serious,Amman has had a rapidly rising population due to a relatively high birth rate and the influx of refugees from surrounding countries. This has placed a great deal of stress on an already over-burdened water supply.,3800000,2017,"(31.9454, 35.9284)"
54388,Iskandar Regional Development Authority,Iskandar,Malaysia,Southeast Asia and Oceania,public,,2018,Increased water stress or scarcity,Medium-term,NA,"Projected water supply for both industry and residents was good during the initial planning of the region in 2005. 10 years, projections are being revised due to the unanticipated rapid development.",1900000,2017,"(5.71447, 100.992)"
54389,Taichung City Government,Taichung,"Taiwan, Greater China",East Asia,public,,2018,Increased water stress or scarcity,Current,Less Serious,Severe weather could bring seasonal drought impacts on water supply.,2792164,2017,"(24.1619, 120.647)"
54402,City of Lahti,Lahti,Finland,Europe,public,,2018,Declining water quality,Short-term,Serious,"More rainfall and more intence rain events create flooding and faster infiltration, and inpurities may end up in the ground water. In some locations also the risk of flooding sewege water contaminating drinking water has increased. Ground water protection acts are needed.",119573,2017,"(60.9833, 25.65)"
54402,City of Lahti,Lahti,Finland,Europe,public,,2018,Inadequate or ageing infrastructure,Short-term,Serious,Damage to urban infrastructure due to extreme weather events. Other extreme events tie funds from infrastructure maintenance and maintenance debt increases.,119573,2017,"(60.9833, 25.65)"
54402,City of Lahti,Lahti,Finland,Europe,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"If long dry times in spring and summer, reduced water supply and damage to natural ecosystems. Lower ground water levels may harm people and businesses depending on ground water.",119573,2017,"(60.9833, 25.65)"
54649,Prefeitura de TatuÃ­,TatuÃ­,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Serious,NA,116.296,2017,"(-23.3492, -47.8466)"
