

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Latvia",428,"Total population",4104,2017,1951.097,"X","","0"
"Latvia",428,"Rural population",4105,2017,622.436,"X","","0"
"Latvia",428,"Urban population",4106,2017,1327.234,"X","","0"
"Latvia",428,"Flood occurrence (WRI)",4543,2017,1.8,"I","","0"
"Latvia",428,"Total population with access to safe drinking-water (JMP)",4114,2017,99.3,"I","","0"
"Latvia",428,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.3,"I","","0"
"Latvia",428,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.8,"I","","0"
"Lebanon",422,"Total population",4104,2017,6819.373,"X","","0"
"Lebanon",422,"Rural population",4105,2017,703.805,"X","","0"
"Lebanon",422,"Urban population",4106,2017,5378.552,"X","","0"
"Lebanon",422,"% of area equipped for irrigation salinized",4445,2017,1.1111111111,"E","","0"
"Lebanon",422,"Flood occurrence (WRI)",4543,2017,2.8,"I","","0"
"Lebanon",422,"Total population with access to safe drinking-water (JMP)",4114,2017,99.0,"I","","0"
"Lebanon",422,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.0,"I","","0"
"Lebanon",422,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.0,"I","","0"
"Lesotho",426,"Total population",4104,2017,2091.534,"X","","0"
"Lesotho",426,"Rural population",4105,2017,1614.034,"X","","0"
"Lesotho",426,"Urban population",4106,2017,619.305,"X","","0"
"Lesotho",426,"Flood occurrence (WRI)",4543,2017,3.3,"I","","0"
"Lesotho",426,"Total population with access to safe drinking-water (JMP)",4114,2017,81.8,"I","","0"
"Lesotho",426,"Rural population with access to safe drinking-water (JMP)",4115,2017,77.0,"I","","0"
"Lesotho",426,"Urban population with access to safe drinking-water (JMP)",4116,2017,94.6,"I","","0"
"Liberia",430,"Total population",4104,2017,4702.226,"X","","0"
"Liberia",430,"Rural population",4105,2017,2332.953,"X","","0"
"Liberia",430,"Urban population",4106,2017,2398.953,"X","","0"
"Liberia",430,"Flood occurrence (WRI)",4543,2017,1.9,"I","","0"
"Liberia",430,"Total population with access to safe drinking-water (JMP)",4114,2017,75.6,"I","","0"
"Liberia",430,"Rural population with access to safe drinking-water (JMP)",4115,2017,62.6,"I","","0"
"Liberia",430,"Urban population with access to safe drinking-water (JMP)",4116,2017,88.6,"I","","0"
"Libya",434,"Total population",4104,2017,6580.724,"X","","0"
"Libya",434,"Rural population",4105,2017,1286.565,"X","","0"
"Libya",434,"Urban population",4106,2017,5088.051,"X","","0"
"Libya",434,"% of area equipped for irrigation salinized",4445,2017,47.5,"E","","0"
"Libya",434,"Flood occurrence (WRI)",4543,2017,0.0,"I","","0"
"Libya",434,"Total population with access to safe drinking-water (JMP)",4114,2017,71.2,"I","","0"
"Libya",434,"Rural population with access to safe drinking-water (JMP)",4115,2017,68.3,"I","","0"
"Libya",434,"Urban population with access to safe drinking-water (JMP)",4116,2017,72.1,"I","","0"
"Liechtenstein",438,"Total population",4104,2017,37.8,"X","","0"
"Liechtenstein",438,"Rural population",4105,2017,32.493,"X","","0"
"Liechtenstein",438,"Urban population",4106,2017,5.429,"X","","0"
"Liechtenstein",438,"Flood occurrence (WRI)",4543,2017,3.3,"I","","0"
"Lithuania",440,"Total population",4104,2017,2845.414,"X","","0"
"Lithuania",440,"Rural population",4105,2017,938.898,"X","","0"
"Lithuania",440,"Urban population",4106,2017,1951.399,"X","","0"
"Lithuania",440,"Flood occurrence (WRI)",4543,2017,2.4,"I","","0"
"Lithuania",440,"Total population with access to safe drinking-water (JMP)",4114,2017,96.6,"I","","0"
"Lithuania",440,"Rural population with access to safe drinking-water (JMP)",4115,2017,90.4,"I","","0"
"Lithuania",440,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.7,"I","","0"
"Luxembourg",442,"Total population",4104,2017,591.91,"X","","0"
"Luxembourg",442,"Rural population",4105,2017,54.103,"X","","0"
"Luxembourg",442,"Urban population",4106,2017,529.352,"X","","0"
"Luxembourg",442,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"Luxembourg",442,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Luxembourg",442,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Luxembourg",442,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Madagascar",450,"Total population",4104,2017,25570.512,"X","","0"
"Madagascar",450,"Rural population",4105,2017,16231.87,"X","","0"
"Madagascar",450,"Urban population",4106,2017,9339.025,"X","","0"
"Madagascar",450,"Flood occurrence (WRI)",4543,2017,2.6,"I","","0"
"Madagascar",450,"Total population with access to safe drinking-water (JMP)",4114,2017,51.5,"I","","0"
"Madagascar",450,"Rural population with access to safe drinking-water (JMP)",4115,2017,35.3,"I","","0"
"Madagascar",450,"Urban population with access to safe drinking-water (JMP)",4116,2017,81.6,"I","","0"
"Malawi",454,"Total population",4104,2017,17670.196,"X","","0"
"Malawi",454,"Rural population",4105,2017,15509.514,"X","","0"
"Malawi",454,"Urban population",4106,2017,3112.59,"X","","0"
"Malawi",454,"Flood occurrence (WRI)",4543,2017,3.3,"I","","0"
"Malawi",454,"Total population with access to safe drinking-water (JMP)",4114,2017,90.2,"I","","0"
"Malawi",454,"Rural population with access to safe drinking-water (JMP)",4115,2017,89.1,"I","","0"
"Malawi",454,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.7,"I","","0"
"Malaysia",458,"Total population",4104,2017,31104.646,"X","","0"
"Malaysia",458,"Rural population",4105,2017,7764.814,"X","","0"
"Malaysia",458,"Urban population",4106,2017,23859.45,"X","","0"
"Malaysia",458,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"Malaysia",458,"Total population with access to safe drinking-water (JMP)",4114,2017,98.2,"I","","0"
"Malaysia",458,"Rural population with access to safe drinking-water (JMP)",4115,2017,93.0,"I","","0"
"Malaysia",458,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Malaysia",458,"Population affected by water related disease",4403,2017,7.0,"I","","0"
"Maldives",462,"Total population",4104,2017,496.402,"X","","0"
"Maldives",462,"Rural population",4105,2017,264.503,"X","","0"
"Maldives",462,"Urban population",4106,2017,171.827,"X","","0"
"Maldives",462,"Total population with access to safe drinking-water (JMP)",4114,2017,98.6,"I","","0"
"Maldives",462,"Rural population with access to safe drinking-water (JMP)",4115,2017,97.9,"I","","0"
"Maldives",462,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.5,"I","","0"
"Mali",466,"Total population",4104,2017,18512.43,"X","","0"
"Mali",466,"Rural population",4105,2017,10833.712,"X","","0"
"Mali",466,"Urban population",4106,2017,7708.268,"X","","0"
"Mali",466,"Flood occurrence (WRI)",4543,2017,2.6,"I","","0"
"Mali",466,"Total population with access to safe drinking-water (JMP)",4114,2017,77.0,"I","","0"
"Mali",466,"Rural population with access to safe drinking-water (JMP)",4115,2017,64.1,"I","","0"
"Mali",466,"Urban population with access to safe drinking-water (JMP)",4116,2017,96.5,"I","","0"
"Mali",466,"Population affected by water related disease",4403,2017,2291.0,"I","","0"
"Malta",470,"Total population",4104,2017,437.933,"X","","0"
"Malta",470,"Rural population",4105,2017,23.498,"X","","0"
"Malta",470,"Urban population",4106,2017,407.337,"X","","0"
"Malta",470,"% of area equipped for irrigation salinized",4445,2017,0.0,"I","","0"
"Malta",470,"Flood occurrence (WRI)",4543,2017,0.0,"I","","0"
"Malta",470,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Malta",470,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Malta",470,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Marshall Islands",584,"Total population",4104,2017,58.058,"X","","0"
"Marshall Islands",584,"Rural population",4105,2017,12.413,"X","","0"
"Marshall Islands",584,"Urban population",4106,2017,40.714,"X","","0"
"Marshall Islands",584,"Total population with access to safe drinking-water (JMP)",4114,2017,94.6,"I","","0"
"Marshall Islands",584,"Rural population with access to safe drinking-water (JMP)",4115,2017,97.6,"I","","0"
"Marshall Islands",584,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.5,"I","","0"
"Mauritania",478,"Total population",4104,2017,4282.57,"X","","0"
"Mauritania",478,"Rural population",4105,2017,2085.278,"X","","0"
"Mauritania",478,"Urban population",4106,2017,2334.906,"X","","0"
"Mauritania",478,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"Mauritania",478,"Total population with access to safe drinking-water (JMP)",4114,2017,57.9,"I","","0"
"Mauritania",478,"Rural population with access to safe drinking-water (JMP)",4115,2017,57.1,"I","","0"
"Mauritania",478,"Urban population with access to safe drinking-water (JMP)",4116,2017,58.4,"I","","0"
"Mauritania",478,"Population affected by water related disease",4403,2017,111.6,"I","","0"
"Mauritius",480,"Total population",4104,2017,1264.499,"X","","0"
"Mauritius",480,"Rural population",4105,2017,748.44,"X","","0"
"Mauritius",480,"Urban population",4106,2017,516.698,"X","","0"
"Mauritius",480,"% of area equipped for irrigation salinized",4445,2017,0.0,"I","","0"
"Mauritius",480,"Total population with access to safe drinking-water (JMP)",4114,2017,99.9,"I","","0"
"Mauritius",480,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.8,"I","","0"
"Mauritius",480,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.9,"I","","0"
"Mauritius",480,"Population affected by water related disease",4403,2017,0.0,"I","","0"
"Mexico",484,"Total population",4104,2017,124777.324,"X","","0"
"Mexico",484,"Rural population",4105,2017,26004.525,"X","","0"
"Mexico",484,"Urban population",4106,2017,103158.751,"X","","0"
"Mexico",484,"% of area equipped for irrigation salinized",4445,2017,6.0934933169,"E","","0"
"Mexico",484,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Mexico",484,"Total population with access to safe drinking-water (JMP)",4114,2017,96.1,"I","","0"
"Mexico",484,"Rural population with access to safe drinking-water (JMP)",4115,2017,92.1,"I","","0"
"Mexico",484,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.2,"I","","0"
"Micronesia (Federated States of)",583,"Total population",4104,2017,111.459,"X","","0"
"Micronesia (Federated States of)",583,"Rural population",4105,2017,81.683,"X","","0"
"Micronesia (Federated States of)",583,"Urban population",4106,2017,23.861,"X","","0"
"Micronesia (Federated States of)",583,"Total population with access to safe drinking-water (JMP)",4114,2017,89.0,"I","","0"
"Micronesia (Federated States of)",583,"Rural population with access to safe drinking-water (JMP)",4115,2017,87.4,"I","","0"
"Micronesia (Federated States of)",583,"Urban population with access to safe drinking-water (JMP)",4116,2017,94.8,"I","","0"
"Monaco",492,"Total population",4104,2017,38.392,"X","","0"
"Monaco",492,"Rural population",4105,2017,0.0,"X","","0"
"Monaco",492,"Urban population",4106,2017,38.695,"X","","0"
"Monaco",492,"Flood occurrence (WRI)",4543,2017,2.8,"I","","0"
"Monaco",492,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Monaco",492,"Rural population with access to safe drinking-water (JMP)",4115,2000,,"","","0"
"Monaco",492,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Mongolia",496,"Total population",4104,2017,3113.786,"X","","0"
"Mongolia",496,"Rural population",4105,2017,973.037,"X","","0"
"Mongolia",496,"Urban population",4106,2017,2102.61,"X","","0"
"Mongolia",496,"Flood occurrence (WRI)",4543,2017,1.3,"I","","0"
"Mongolia",496,"Total population with access to safe drinking-water (JMP)",4114,2017,64.4,"I","","0"
"Mongolia",496,"Rural population with access to safe drinking-water (JMP)",4115,2017,59.2,"I","","0"
"Mongolia",496,"Urban population with access to safe drinking-water (JMP)",4116,2017,66.4,"I","","0"
"Montenegro",499,"Total population",4104,2017,627.563,"X","","0"
"Montenegro",499,"Rural population",4105,2017,210.847,"X","","0"
"Montenegro",499,"Urban population",4106,2017,418.113,"X","","0"
"Montenegro",499,"Flood occurrence (WRI)",4543,2017,3.5,"I","","0"
"Montenegro",499,"Total population with access to safe drinking-water (JMP)",4114,2017,99.7,"I","","0"
"Montenegro",499,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.2,"I","","0"
"Montenegro",499,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Morocco",504,"Total population",4104,2017,35581.255,"X","","0"
"Morocco",504,"Rural population",4105,2017,13613.878,"X","","0"
"Morocco",504,"Urban population",4106,2017,22125.702,"X","","0"
"Morocco",504,"% of area equipped for irrigation salinized",4445,2017,9.867122747,"E","","0"
"Morocco",504,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Morocco",504,"Total population with access to safe drinking-water (JMP)",4114,2017,85.4,"I","","0"
"Morocco",504,"Rural population with access to safe drinking-water (JMP)",4115,2017,65.3,"I","","0"
"Morocco",504,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.7,"I","","0"
"Morocco",504,"Population affected by water related disease",4403,2000,,"","","5293"
"Mozambique",508,"Total population",4104,2017,28649.018,"X","","0"
"Mozambique",508,"Rural population",4105,2017,19149.788,"X","","0"
"Mozambique",508,"Urban population",4106,2017,10519.046,"X","","0"
"Mozambique",508,"% of area equipped for irrigation salinized",4445,2017,1.6934801016,"E","","0"
"Mozambique",508,"Flood occurrence (WRI)",4543,2017,3.0,"I","","0"
"Mozambique",508,"Total population with access to safe drinking-water (JMP)",4114,2017,51.1,"I","","0"
"Mozambique",508,"Rural population with access to safe drinking-water (JMP)",4115,2017,37.0,"I","","0"
"Mozambique",508,"Urban population with access to safe drinking-water (JMP)",4116,2017,80.6,"I","","0"
"Myanmar",104,"Total population",4104,2017,53382.523,"X","","0"
"Myanmar",104,"Rural population",4105,2017,37187.526,"X","","0"
"Myanmar",104,"Urban population",4106,2017,16183.083,"X","","0"
"Myanmar",104,"Flood occurrence (WRI)",4543,2017,3.2,"I","","0"
"Myanmar",104,"Total population with access to safe drinking-water (JMP)",4114,2017,80.6,"I","","0"
"Myanmar",104,"Rural population with access to safe drinking-water (JMP)",4115,2017,74.4,"I","","0"
"Myanmar",104,"Urban population with access to safe drinking-water (JMP)",4116,2017,92.7,"I","","0"
"Namibia",516,"Total population",4104,2017,2402.633,"X","","0"
"Namibia",516,"Rural population",4105,2017,1292.108,"X","","0"
"Namibia",516,"Urban population",4106,2017,1241.686,"X","","0"
"Namibia",516,"% of area equipped for irrigation salinized",4445,2017,17.1662485145,"E","","0"
"Namibia",516,"Flood occurrence (WRI)",4543,2017,2.1,"I","","0"
"Namibia",516,"Total population with access to safe drinking-water (JMP)",4114,2017,91.0,"I","","0"
"Namibia",516,"Rural population with access to safe drinking-water (JMP)",4115,2017,84.6,"I","","0"
"Namibia",516,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.2,"I","","0"
"Nauru",520,"Total population",4104,2017,10.573,"X","","0"
"Nauru",520,"Rural population",4105,2017,0.0,"X","","0"
"Nauru",520,"Urban population",4106,2017,11.359,"X","","0"
"Nauru",520,"Total population with access to safe drinking-water (JMP)",4114,2017,96.5,"I","","0"
"Nauru",520,"Urban population with access to safe drinking-water (JMP)",4116,2017,96.5,"I","","0"
"Nepal",524,"Total population",4104,2017,27632.681,"X","","0"
"Nepal",524,"Rural population",4105,2017,23638.57,"X","","0"
"Nepal",524,"Urban population",4106,2017,5666.428,"X","","0"
"Nepal",524,"Flood occurrence (WRI)",4543,2017,4.5,"I","","0"
"Nepal",524,"Total population with access to safe drinking-water (JMP)",4114,2017,91.6,"I","","0"
"Nepal",524,"Rural population with access to safe drinking-water (JMP)",4115,2017,91.8,"I","","0"
"Nepal",524,"Urban population with access to safe drinking-water (JMP)",4116,2017,90.9,"I","","0"
"Netherlands",528,"Total population",4104,2017,17021.347,"X","","0"
"Netherlands",528,"Rural population",4105,2017,1520.119,"X","","0"
"Netherlands",528,"Urban population",4106,2017,15515.819,"X","","0"
"Netherlands",528,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"Netherlands",528,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Netherlands",528,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Netherlands",528,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"New Zealand",554,"Total population",4104,2017,4702.034,"X","","0"
"New Zealand",554,"Rural population",4105,2017,636.894,"X","","0"
"New Zealand",554,"Urban population",4106,2017,4068.924,"X","","0"
"New Zealand",554,"Flood occurrence (WRI)",4543,2017,1.7,"I","","0"
"New Zealand",554,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"New Zealand",554,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"New Zealand",554,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Nicaragua",558,"Total population",4104,2017,6384.846,"X","","0"
"Nicaragua",558,"Rural population",4105,2017,2592.801,"X","","0"
"Nicaragua",558,"Urban population",4106,2017,3624.78,"X","","0"
"Nicaragua",558,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Nicaragua",558,"Total population with access to safe drinking-water (JMP)",4114,2017,87.0,"I","","0"
"Nicaragua",558,"Rural population with access to safe drinking-water (JMP)",4115,2017,69.4,"I","","0"
"Nicaragua",558,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.3,"I","","0"
"Nicaragua",558,"Population affected by water related disease",4403,2017,214.0,"I","","0"
"Niger",562,"Total population",4104,2017,21602.382,"X","","0"
"Niger",562,"Rural population",4105,2017,17965.903,"X","","0"
"Niger",562,"Urban population",4106,2017,3511.445,"X","","0"
"Niger",562,"% of area equipped for irrigation salinized",4445,2017,0.3445220986,"E","","0"
"Niger",562,"Flood occurrence (WRI)",4543,2017,3.4,"I","","0"
"Niger",562,"Total population with access to safe drinking-water (JMP)",4114,2017,58.2,"I","","0"
"Niger",562,"Rural population with access to safe drinking-water (JMP)",4115,2017,48.6,"I","","0"
"Niger",562,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Niger",562,"Population affected by water related disease",4403,2017,3143.0,"I","","0"
"Nigeria",566,"Total population",4104,2017,190873.244,"X","","0"
"Nigeria",566,"Rural population",4105,2017,96361.295,"X","","0"
"Nigeria",566,"Urban population",4106,2017,94525.016,"X","","0"
"Nigeria",566,"% of area equipped for irrigation salinized",4445,2017,30.1977955609,"E","","0"
"Nigeria",566,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"Nigeria",566,"Total population with access to safe drinking-water (JMP)",4114,2017,68.5,"I","","0"
"Nigeria",566,"Rural population with access to safe drinking-water (JMP)",4115,2017,57.3,"I","","0"
"Nigeria",566,"Urban population with access to safe drinking-water (JMP)",4116,2017,80.8,"I","","0"
"Niue",570,"Total population",4104,2017,1.609,"X","","0"
"Niue",570,"Rural population",4105,2017,0.905,"X","","0"
"Niue",570,"Urban population",4106,2017,0.713,"X","","0"
"Niue",570,"Total population with access to safe drinking-water (JMP)",4114,2017,98.5,"I","","0"
"Niue",570,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.6,"I","","0"
"Niue",570,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.4,"I","","0"
"North Macedonia",807,"Total population",4104,2017,2081.996,"X","","0"
"North Macedonia",807,"Rural population",4105,2017,880.172,"X","","0"
"North Macedonia",807,"Urban population",4106,2017,1202.988,"X","","0"
"North Macedonia",807,"Flood occurrence (WRI)",4543,2017,3.3,"I","","0"
"North Macedonia",807,"Total population with access to safe drinking-water (JMP)",4114,2017,99.4,"I","","0"
"North Macedonia",807,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.9,"I","","0"
"North Macedonia",807,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.8,"I","","0"
"Norway",578,"Total population",4104,2017,5296.326,"X","","0"
"Norway",578,"Rural population",4105,2017,961.814,"X","","0"
"Norway",578,"Urban population",4106,2017,4343.569,"X","","0"
"Norway",578,"Flood occurrence (WRI)",4543,2017,1.3,"I","","0"
"Norway",578,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Norway",578,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Norway",578,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Oman",512,"Total population",4104,2017,4665.928,"X","","0"
"Oman",512,"Rural population",4105,2017,762.22,"X","","0"
"Oman",512,"Urban population",4106,2017,3874.042,"X","","0"
"Oman",512,"Flood occurrence (WRI)",4543,2017,1.9,"I","","0"
"Oman",512,"Total population with access to safe drinking-water (JMP)",4114,2017,93.4,"I","","0"
"Oman",512,"Rural population with access to safe drinking-water (JMP)",4115,2017,86.1,"I","","0"
"Oman",512,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.5,"I","","0"
"Pakistan",586,"Total population",4104,2017,207906.209,"X","","0"
"Pakistan",586,"Rural population",4105,2017,125220.255,"X","","0"
"Pakistan",586,"Urban population",4106,2017,71795.7,"X","","0"
"Pakistan",586,"% of area equipped for irrigation salinized",4445,2017,35.0325162581,"E","","0"
"Pakistan",586,"Flood occurrence (WRI)",4543,2017,3.9,"I","","0"
"Pakistan",586,"Total population with access to safe drinking-water (JMP)",4114,2017,91.4,"I","","0"
"Pakistan",586,"Rural population with access to safe drinking-water (JMP)",4115,2017,89.9,"I","","0"
"Pakistan",586,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.9,"I","","0"
"Palau",585,"Total population",4104,2017,17.808,"X","","0"
"Palau",585,"Rural population",4105,2017,4.484,"X","","0"
"Palau",585,"Urban population",4106,2017,17.245,"X","","0"
"Palau",585,"Total population with access to safe drinking-water (JMP)",4114,2017,95.3,"I","","0"
"Palau",585,"Rural population with access to safe drinking-water (JMP)",4115,2017,86.0,"I","","0"
"Palau",585,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.0,"I","","0"
"Palestine",275,"Total population",4104,2017,4747.227,"X","","0"
"Palestine",275,"Rural population",4105,2017,1186.188,"X","","0"
"Palestine",275,"Urban population",4106,2017,3734.536,"X","","0"
"Palestine",275,"Flood occurrence (WRI)",4543,2017,3.0,"I","","0"
"Palestine",275,"Total population with access to safe drinking-water (JMP)",4114,2017,58.4,"I","","0"
"Palestine",275,"Rural population with access to safe drinking-water (JMP)",4115,2017,81.5,"I","","0"
"Palestine",275,"Urban population with access to safe drinking-water (JMP)",4116,2017,50.7,"I","","0"
"Panama",591,"Total population",4104,2017,4106.769,"X","","0"
"Panama",591,"Rural population",4105,2017,1337.579,"X","","0"
"Panama",591,"Urban population",4106,2017,2761.008,"X","","0"
"Panama",591,"Flood occurrence (WRI)",4543,2017,2.8,"I","","0"
"Panama",591,"Total population with access to safe drinking-water (JMP)",4114,2017,94.7,"I","","0"
"Panama",591,"Rural population with access to safe drinking-water (JMP)",4115,2017,88.6,"I","","0"
"Panama",591,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.7,"I","","0"
"Panama",591,"Population affected by water related disease",4403,2017,313.7,"I","","0"
"Papua New Guinea",598,"Total population",4104,2017,8438.036,"X","","0"
"Papua New Guinea",598,"Rural population",4105,2017,7170.073,"X","","0"
"Papua New Guinea",598,"Urban population",4106,2017,1081.089,"X","","0"
"Papua New Guinea",598,"Flood occurrence (WRI)",4543,2017,1.6,"I","","0"
"Papua New Guinea",598,"Total population with access to safe drinking-water (JMP)",4114,2017,40.0,"I","","0"
"Papua New Guinea",598,"Rural population with access to safe drinking-water (JMP)",4115,2017,32.8,"I","","0"
"Papua New Guinea",598,"Urban population with access to safe drinking-water (JMP)",4116,2017,88.0,"I","","0"
"Paraguay",600,"Total population",4104,2017,6867.061,"X","","0"
"Paraguay",600,"Rural population",4105,2017,2635.972,"X","","0"
"Paraguay",600,"Urban population",4106,2017,4175.325,"X","","0"
"Paraguay",600,"Flood occurrence (WRI)",4543,2017,3.3,"I","","0"
"Paraguay",600,"Total population with access to safe drinking-water (JMP)",4114,2017,98.0,"I","","0"
"Paraguay",600,"Rural population with access to safe drinking-water (JMP)",4115,2017,94.9,"I","","0"
"Paraguay",600,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Peru",604,"Total population",4104,2017,31444.298,"X","","0"
"Peru",604,"Rural population",4105,2017,7166.47,"X","","0"
"Peru",604,"Urban population",4106,2017,24999.015,"X","","0"
"Peru",604,"% of area equipped for irrigation salinized",4445,2017,11.6289436655,"E","","0"
"Peru",604,"Flood occurrence (WRI)",4543,2017,2.8,"I","","0"
"Peru",604,"Total population with access to safe drinking-water (JMP)",4114,2017,86.7,"I","","0"
"Peru",604,"Rural population with access to safe drinking-water (JMP)",4115,2017,69.2,"I","","0"
"Peru",604,"Urban population with access to safe drinking-water (JMP)",4116,2017,91.4,"I","","0"
"Peru",604,"Population affected by water related disease",4403,2017,600.2,"I","","0"
"Philippines",608,"Total population",4104,2017,105172.925,"X","","0"
"Philippines",608,"Rural population",4105,2017,55939.801,"X","","0"
"Philippines",608,"Urban population",4106,2017,48978.289,"X","","0"
"Philippines",608,"% of area equipped for irrigation salinized",4445,2017,15.8898305085,"E","","0"
"Philippines",608,"Flood occurrence (WRI)",4543,2017,4.0,"I","","0"
"Philippines",608,"Total population with access to safe drinking-water (JMP)",4114,2017,91.8,"I","","0"
"Philippines",608,"Rural population with access to safe drinking-water (JMP)",4115,2017,90.3,"I","","0"
"Philippines",608,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.7,"I","","0"
"Philippines",608,"Population affected by water related disease",4403,2017,866.4,"I","","0"
"Poland",616,"Total population",4104,2017,37953.18,"X","","0"
"Poland",616,"Rural population",4105,2017,15228.329,"X","","0"
"Poland",616,"Urban population",4106,2017,22942.383,"X","","0"
"Poland",616,"Flood occurrence (WRI)",4543,2017,2.7,"I","","0"
"Poland",616,"Total population with access to safe drinking-water (JMP)",4114,2017,98.3,"I","","0"
"Poland",616,"Rural population with access to safe drinking-water (JMP)",4115,2017,96.9,"I","","0"
"Poland",616,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.3,"I","","0"
"Portugal",620,"Total population",4104,2017,10288.527,"X","","0"
"Portugal",620,"Rural population",4105,2017,3651.305,"X","","0"
"Portugal",620,"Urban population",4106,2017,6678.201,"X","","0"
"Portugal",620,"Flood occurrence (WRI)",4543,2017,2.4,"I","","0"
"Portugal",620,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Portugal",620,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Portugal",620,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Puerto Rico",630,"Total population",4104,2017,3163.667,"X","","0"
"Puerto Rico",630,"Rural population",4105,2017,234.919,"X","","0"
"Puerto Rico",630,"Urban population",4106,2017,3428.212,"X","","0"
"Puerto Rico",630,"Total population with access to safe drinking-water (JMP)",4114,2017,93.6,"I","","0"
"Puerto Rico",630,"Rural population with access to safe drinking-water (JMP)",4115,2017,93.6,"I","","0"
"Puerto Rico",630,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.6,"I","","0"
"Qatar",634,"Total population",4104,2017,2724.728,"X","","0"
"Qatar",634,"Rural population",4105,2017,24.338,"X","","0"
"Qatar",634,"Urban population",4106,2017,2614.873,"X","","0"
"Qatar",634,"Flood occurrence (WRI)",4543,2017,0.0,"I","","0"
"Qatar",634,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Qatar",634,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Qatar",634,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Republic of Korea",410,"Total population",4104,2017,51096.415,"X","","0"
"Republic of Korea",410,"Rural population",4105,2017,9429.948,"X","","0"
"Republic of Korea",410,"Urban population",4106,2017,41552.264,"X","","0"
