

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Malaysia",458,"Dam capacity per capita",4471,2017,721.763044659,"E","","0"
"Maldives",462,"Total internal renewable water resources per capita",4158,2017,60.4348894646,"E","","0"
"Maldives",462,"Dependency ratio",4192,2017,0.0,"E","","0"
"Maldives",462,"Total renewable water resources per capita",4190,2017,60.4348894646,"E","","0"
"Maldives",462,"Dam capacity per capita",4471,2017,0.0,"I","","0"
"Mali",466,"National Rainfall Index (NRI)",4472,2017,577.6,"I","","0"
"Mali",466,"Total internal renewable water resources per capita",4158,2017,3241.0655975472,"E","","0"
"Mali",466,"Dependency ratio",4192,2017,50.0,"E","","0"
"Mali",466,"Total renewable water resources per capita",4190,2017,6482.1311950943,"E","","0"
"Mali",466,"Interannual variability (WRI)",4541,2017,1.3,"I","","0"
"Mali",466,"Seasonal variability (WRI)",4542,2017,4.0,"I","","0"
"Mali",466,"Dam capacity per capita",4471,2017,745.1749986361,"E","","0"
"Malta",470,"Total internal renewable water resources per capita",4158,2017,115.3144430769,"E","","0"
"Malta",470,"Dependency ratio",4192,2017,0.0,"E","","0"
"Malta",470,"Total renewable water resources per capita",4190,2017,115.3144430769,"E","","0"
"Malta",470,"Dam capacity per capita",4471,2017,0.0,"I","","0"
"Marshall Islands",584,"Dependency ratio",4192,2017,0.0,"","","6433"
"Marshall Islands",584,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Mauritania",478,"National Rainfall Index (NRI)",4472,2017,190.3,"I","","0"
"Mauritania",478,"Total internal renewable water resources per capita",4158,2017,93.401859164,"E","","0"
"Mauritania",478,"Dependency ratio",4192,2017,96.4912280702,"E","","0"
"Mauritania",478,"Total renewable water resources per capita",4190,2017,2661.9529861742,"E","","0"
"Mauritania",478,"Interannual variability (WRI)",4541,2017,1.8,"I","","0"
"Mauritania",478,"Seasonal variability (WRI)",4542,2017,3.2,"I","","0"
"Mauritania",478,"Dam capacity per capita",4471,2017,116.752323955,"E","","0"
"Mauritius",480,"Total internal renewable water resources per capita",4158,2017,2175.5651843141,"E","","0"
"Mauritius",480,"Dependency ratio",4192,2017,0.0,"E","","0"
"Mauritius",480,"Total renewable water resources per capita",4190,2017,2175.5651843141,"E","","0"
"Mauritius",480,"Dam capacity per capita",4471,2017,73.4441071128,"E","","0"
"Mexico",484,"National Rainfall Index (NRI)",4472,2017,1052.0,"I","","0"
"Mexico",484,"Total internal renewable water resources per capita",4158,2017,3277.8391689182,"E","","0"
"Mexico",484,"Dependency ratio",4192,2017,11.53,"","","6433"
"Mexico",484,"Total renewable water resources per capita",4190,2017,3701.6982348492,"E","","0"
"Mexico",484,"Interannual variability (WRI)",4541,2017,2.5,"I","","0"
"Mexico",484,"Seasonal variability (WRI)",4542,2017,3.1,"I","","0"
"Mexico",484,"Dam capacity per capita",4471,2017,1220.4300839149,"E","","0"
"Micronesia (Federated States of)",583,"Dependency ratio",4192,2017,0.0,"","","6433"
"Micronesia (Federated States of)",583,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Monaco",492,"Interannual variability (WRI)",4541,2017,1.7,"I","","0"
"Monaco",492,"Seasonal variability (WRI)",4542,2017,1.8,"I","","0"
"Mongolia",496,"National Rainfall Index (NRI)",4472,2017,177.5,"I","","0"
"Mongolia",496,"Total internal renewable water resources per capita",4158,2017,11176.1052300961,"E","","0"
"Mongolia",496,"Dependency ratio",4192,2017,0.0,"E","","0"
"Mongolia",496,"Total renewable water resources per capita",4190,2017,11176.1052300961,"E","","0"
"Mongolia",496,"Interannual variability (WRI)",4541,2017,2.6,"I","","0"
"Mongolia",496,"Seasonal variability (WRI)",4542,2017,2.9,"I","","0"
"Mongolia",496,"Dam capacity per capita",4471,2017,80.2881122852,"E","","0"
"Montenegro",499,"Interannual variability (WRI)",4541,2017,1.0,"I","","0"
"Montenegro",499,"Seasonal variability (WRI)",4542,2017,1.6,"I","","0"
"Montenegro",499,"Dam capacity per capita",4471,2017,1638.0825510746,"E","","0"
"Morocco",504,"National Rainfall Index (NRI)",4472,2017,287.9,"I","","0"
"Morocco",504,"Total internal renewable water resources per capita",4158,2017,815.0358946024,"E","","0"
"Morocco",504,"Dependency ratio",4192,2017,0.0,"E","","0"
"Morocco",504,"Total renewable water resources per capita",4190,2017,815.0358946024,"E","","0"
"Morocco",504,"Interannual variability (WRI)",4541,2017,3.1,"I","","0"
"Morocco",504,"Seasonal variability (WRI)",4542,2017,2.1,"I","","0"
"Morocco",504,"Dam capacity per capita",4471,2017,504.7177228572,"E","","0"
"Mozambique",508,"National Rainfall Index (NRI)",4472,2017,1005.0,"I","","0"
"Mozambique",508,"Total internal renewable water resources per capita",4158,2017,3500.9925994671,"E","","0"
"Mozambique",508,"Dependency ratio",4192,2017,53.8000921234,"E","","0"
"Mozambique",508,"Total renewable water resources per capita",4190,2017,7577.9211699333,"E","","0"
"Mozambique",508,"Interannual variability (WRI)",4541,2017,3.5,"I","","0"
"Mozambique",508,"Seasonal variability (WRI)",4542,2017,3.3,"I","","0"
"Mozambique",508,"Dam capacity per capita",4471,2017,2587.7525714843,"E","","0"
"Myanmar",104,"National Rainfall Index (NRI)",4472,2017,2329.0,"I","","0"
"Myanmar",104,"Total internal renewable water resources per capita",4158,2017,18785.1743163207,"E","","0"
"Myanmar",104,"Dependency ratio",4192,2017,14.1291317006,"E","","0"
"Myanmar",104,"Total renewable water resources per capita",4190,2017,21876.0735606296,"E","","0"
"Myanmar",104,"Interannual variability (WRI)",4541,2017,0.8,"I","","0"
"Myanmar",104,"Seasonal variability (WRI)",4542,2017,3.7,"I","","0"
"Myanmar",104,"Dam capacity per capita",4471,2017,290.9191834189,"E","","0"
"Namibia",516,"National Rainfall Index (NRI)",4472,2017,339.0,"I","","0"
"Namibia",516,"Total internal renewable water resources per capita",4158,2017,2563.8539052781,"E","","0"
"Namibia",516,"Dependency ratio",4192,2017,84.5652718617,"E","","0"
"Namibia",516,"Total renewable water resources per capita",4190,2017,16610.943077865,"E","","0"
"Namibia",516,"Interannual variability (WRI)",4541,2017,3.6,"I","","0"
"Namibia",516,"Seasonal variability (WRI)",4542,2017,2.5,"I","","0"
"Namibia",516,"Dam capacity per capita",4471,2017,294.8985550436,"E","","0"
"Nauru",520,"Total internal renewable water resources per capita",4158,2017,945.8053532583,"E","","0"
"Nauru",520,"Dependency ratio",4192,2017,0.0,"","","6433"
"Nauru",520,"Total renewable water resources per capita",4190,2017,945.8053532583,"E","","0"
"Nepal",524,"National Rainfall Index (NRI)",4472,2017,1751.0,"I","","0"
"Nepal",524,"Total internal renewable water resources per capita",4158,2017,7172.6663076956,"E","","0"
"Nepal",524,"Dependency ratio",4192,2017,5.7088487155,"E","","0"
"Nepal",524,"Total renewable water resources per capita",4190,2017,7606.9347017034,"E","","0"
"Nepal",524,"Interannual variability (WRI)",4541,2017,1.0,"I","","0"
"Nepal",524,"Seasonal variability (WRI)",4542,2017,4.1,"I","","0"
"Nepal",524,"Dam capacity per capita",4471,2017,3.0869245007,"E","","0"
"Netherlands",528,"National Rainfall Index (NRI)",4472,2017,893.1,"I","","0"
"Netherlands",528,"Total internal renewable water resources per capita",4158,2017,646.2473269595,"E","","0"
"Netherlands",528,"Dependency ratio",4192,2017,87.9120879121,"E","","0"
"Netherlands",528,"Total renewable water resources per capita",4190,2017,5346.2278866649,"E","","0"
"Netherlands",528,"Interannual variability (WRI)",4541,2017,1.0,"I","","0"
"Netherlands",528,"Seasonal variability (WRI)",4542,2017,0.9,"I","","0"
"Netherlands",528,"Dam capacity per capita",4471,2017,542.495256104,"E","","0"
"New Zealand",554,"National Rainfall Index (NRI)",4472,2017,1154.0,"I","","0"
"New Zealand",554,"Total internal renewable water resources per capita",4158,2017,69544.3716485249,"E","","0"
"New Zealand",554,"Dependency ratio",4192,2017,0.0,"E","","0"
"New Zealand",554,"Total renewable water resources per capita",4190,2017,69544.3716485249,"E","","0"
"New Zealand",554,"Interannual variability (WRI)",4541,2017,0.9,"I","","0"
"New Zealand",554,"Seasonal variability (WRI)",4542,2017,1.5,"I","","0"
"New Zealand",554,"Dam capacity per capita",4471,2017,3591.5733488954,"E","","0"
"Nicaragua",558,"National Rainfall Index (NRI)",4472,2017,2013.0,"I","","0"
"Nicaragua",558,"Total internal renewable water resources per capita",4158,2017,24465.7427916037,"E","","0"
"Nicaragua",558,"Dependency ratio",4192,2017,5.0510576222,"E","","0"
"Nicaragua",558,"Total renewable water resources per capita",4190,2017,25767.2620451613,"E","","0"
"Nicaragua",558,"Interannual variability (WRI)",4541,2017,1.2,"I","","0"
"Nicaragua",558,"Seasonal variability (WRI)",4542,2017,2.9,"I","","0"
"Nicaragua",558,"Dam capacity per capita",4471,2017,5012.7223115483,"E","","0"
"Niger",562,"National Rainfall Index (NRI)",4472,2017,310.4,"I","","0"
"Niger",562,"Total internal renewable water resources per capita",4158,2017,162.019169923,"E","","0"
"Niger",562,"Dependency ratio",4192,2017,89.7209985316,"E","","0"
"Niger",562,"Total renewable water resources per capita",4190,2017,1576.215067394,"E","","0"
"Niger",562,"Interannual variability (WRI)",4541,2017,1.9,"I","","0"
"Niger",562,"Seasonal variability (WRI)",4542,2017,3.6,"I","","0"
"Niger",562,"Dam capacity per capita",4471,2017,4.3348923281,"E","","0"
"Nigeria",566,"National Rainfall Index (NRI)",4472,2017,1295.0,"I","","0"
"Nigeria",566,"Total internal renewable water resources per capita",4158,2017,1157.8364540187,"E","","0"
"Nigeria",566,"Dependency ratio",4192,2017,22.7812718379,"E","","0"
"Nigeria",566,"Total renewable water resources per capita",4190,2017,1499.4244033491,"E","","0"
"Nigeria",566,"Interannual variability (WRI)",4541,2017,1.2,"I","","0"
"Nigeria",566,"Seasonal variability (WRI)",4542,2017,3.6,"I","","0"
"Nigeria",566,"Dam capacity per capita",4471,2017,265.447026195,"E","","0"
"Niue",570,"Dependency ratio",4192,2017,0.0,"","","6433"
"Niue",570,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"North Macedonia",807,"National Rainfall Index (NRI)",4472,2017,621.5,"I","","0"
"North Macedonia",807,"Total internal renewable water resources per capita",4158,2017,2593.6649253889,"E","","0"
"North Macedonia",807,"Dependency ratio",4192,2017,15.625,"E","","0"
"North Macedonia",807,"Total renewable water resources per capita",4190,2017,3073.9732449054,"E","","0"
"North Macedonia",807,"Interannual variability (WRI)",4541,2017,1.3,"I","","0"
"North Macedonia",807,"Seasonal variability (WRI)",4542,2017,1.6,"I","","0"
"North Macedonia",807,"Dam capacity per capita",4471,2017,1099.8580208608,"E","","0"
"Norway",578,"National Rainfall Index (NRI)",4472,2017,1414.0,"I","","0"
"Norway",578,"Total internal renewable water resources per capita",4158,2017,72125.4696179956,"E","","0"
"Norway",578,"Dependency ratio",4192,2017,2.7989821883,"E","","0"
"Norway",578,"Total renewable water resources per capita",4190,2017,74202.381046786,"E","","0"
"Norway",578,"Interannual variability (WRI)",4541,2017,1.0,"I","","0"
"Norway",578,"Seasonal variability (WRI)",4542,2017,1.6,"I","","0"
"Norway",578,"Dam capacity per capita",4471,2017,6283.5822417276,"E","","0"
"Oman",512,"National Rainfall Index (NRI)",4472,2017,23.44,"I","","0"
"Oman",512,"Total internal renewable water resources per capita",4158,2017,300.0474932318,"E","","0"
"Oman",512,"Dependency ratio",4192,2017,0.0,"E","","0"
"Oman",512,"Total renewable water resources per capita",4190,2017,300.0474932318,"E","","0"
"Oman",512,"Interannual variability (WRI)",4541,2017,3.1,"I","","0"
"Oman",512,"Seasonal variability (WRI)",4542,2017,0.5,"I","","0"
"Oman",512,"Dam capacity per capita",4471,2017,18.9415696084,"E","","0"
"Pakistan",586,"National Rainfall Index (NRI)",4472,2017,355.6,"I","","0"
"Pakistan",586,"Total internal renewable water resources per capita",4158,2017,264.5423639079,"E","","0"
"Pakistan",586,"Dependency ratio",4192,2017,77.7147487844,"E","","0"
"Pakistan",586,"Total renewable water resources per capita",4190,2017,1187.0737347724,"E","","0"
"Pakistan",586,"Interannual variability (WRI)",4541,2017,2.4,"I","","0"
"Pakistan",586,"Seasonal variability (WRI)",4542,2017,2.7,"I","","0"
"Pakistan",586,"Dam capacity per capita",4471,2017,133.7537181105,"E","","0"
"Palau",585,"Dependency ratio",4192,2017,0.0,"","","6433"
"Palau",585,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Palestine",275,"Total internal renewable water resources per capita",4158,2017,171.0472239899,"E","","0"
"Palestine",275,"Dependency ratio",4192,2017,2.9868578256,"E","","0"
"Palestine",275,"Total renewable water resources per capita",4190,2017,176.3134562556,"E","","0"
"Palestine",275,"Interannual variability (WRI)",4541,2017,2.7,"I","","0"
"Palestine",275,"Seasonal variability (WRI)",4542,2017,3.1,"I","","0"
"Palestine",275,"Dam capacity per capita",4471,2017,0.0,"I","","0"
"Panama",591,"National Rainfall Index (NRI)",4472,2017,2461.0,"I","","0"
"Panama",591,"Total internal renewable water resources per capita",4158,2017,33262.1581588835,"E","","0"
"Panama",591,"Dependency ratio",4192,2017,1.9410785046,"E","","0"
"Panama",591,"Total renewable water resources per capita",4190,2017,33920.5833101399,"E","","0"
"Panama",591,"Interannual variability (WRI)",4541,2017,0.9,"I","","0"
"Panama",591,"Seasonal variability (WRI)",4542,2017,2.4,"I","","0"
"Panama",591,"Dam capacity per capita",4471,2017,2224.8877402162,"E","","0"
"Papua New Guinea",598,"National Rainfall Index (NRI)",4472,2017,3250.0,"I","","0"
"Papua New Guinea",598,"Total internal renewable water resources per capita",4158,2017,94927.3029885153,"E","","0"
"Papua New Guinea",598,"Dependency ratio",4192,2017,0.0,"E","","0"
"Papua New Guinea",598,"Total renewable water resources per capita",4190,2017,94927.3029885153,"E","","0"
"Papua New Guinea",598,"Interannual variability (WRI)",4541,2017,0.9,"I","","0"
"Papua New Guinea",598,"Seasonal variability (WRI)",4542,2017,1.0,"I","","0"
"Papua New Guinea",598,"Dam capacity per capita",4471,2017,0.0,"E","","0"
"Paraguay",600,"National Rainfall Index (NRI)",4472,2017,1228.0,"I","","0"
"Paraguay",600,"Total internal renewable water resources per capita",4158,2017,17037.8565153273,"E","","0"
"Paraguay",600,"Dependency ratio",4192,2017,69.8274750496,"E","","0"
"Paraguay",600,"Total renewable water resources per capita",4190,2017,56468.116418363,"E","","0"
"Paraguay",600,"Interannual variability (WRI)",4541,2017,1.6,"I","","0"
"Paraguay",600,"Seasonal variability (WRI)",4542,2017,2.1,"I","","0"
"Paraguay",600,"Dam capacity per capita",4471,2017,4882.583684636,"E","","0"
"Peru",604,"National Rainfall Index (NRI)",4472,2017,2229.0,"I","","0"
"Peru",604,"Total internal renewable water resources per capita",4158,2017,52187.5222019585,"E","","0"
"Peru",604,"Dependency ratio",4192,2017,12.7034790935,"E","","0"
"Peru",604,"Total renewable water resources per capita",4190,2017,59781.9038605982,"E","","0"
"Peru",604,"Interannual variability (WRI)",4541,2017,4.2,"I","","0"
"Peru",604,"Seasonal variability (WRI)",4542,2017,2.9,"I","","0"
"Peru",604,"Dam capacity per capita",4471,2017,183.5892790483,"E","","0"
"Philippines",608,"National Rainfall Index (NRI)",4472,2017,2640.0,"I","","0"
"Philippines",608,"Total internal renewable water resources per capita",4158,2017,4554.4040921178,"E","","0"
"Philippines",608,"Dependency ratio",4192,2017,0.0,"E","","0"
"Philippines",608,"Total renewable water resources per capita",4190,2017,4554.4040921178,"E","","0"
"Philippines",608,"Interannual variability (WRI)",4541,2017,1.2,"I","","0"
"Philippines",608,"Seasonal variability (WRI)",4542,2017,2.1,"I","","0"
"Philippines",608,"Dam capacity per capita",4471,2017,67.5554093413,"E","","0"
"Poland",616,"National Rainfall Index (NRI)",4472,2017,600.9,"I","","0"
"Poland",616,"Total internal renewable water resources per capita",4158,2017,1412.2663766251,"E","","0"
"Poland",616,"Dependency ratio",4192,2017,11.4049586777,"E","","0"
"Poland",616,"Total renewable water resources per capita",4190,2017,1594.0693243623,"E","","0"
"Poland",616,"Interannual variability (WRI)",4541,2017,1.2,"I","","0"
"Poland",616,"Seasonal variability (WRI)",4542,2017,0.6,"I","","0"
"Poland",616,"Dam capacity per capita",4471,2017,77.8828019154,"E","","0"
"Portugal",620,"National Rainfall Index (NRI)",4472,2017,920.7,"I","","0"
"Portugal",620,"Total internal renewable water resources per capita",4158,2017,3693.4344440171,"E","","0"
"Portugal",620,"Dependency ratio",4192,2017,50.9043927649,"E","","0"
"Portugal",620,"Total renewable water resources per capita",4190,2017,7522.9427886033,"E","","0"
"Portugal",620,"Interannual variability (WRI)",4541,2017,2.3,"I","","0"
"Portugal",620,"Seasonal variability (WRI)",4542,2017,2.8,"I","","0"
"Portugal",620,"Dam capacity per capita",4471,2017,1130.6477593926,"E","","0"
"Puerto Rico",630,"National Rainfall Index (NRI)",4472,2017,1093.0,"I","","0"
"Puerto Rico",630,"Total internal renewable water resources per capita",4158,2017,2244.2311406352,"E","","0"
"Puerto Rico",630,"Dependency ratio",4192,2017,0.0,"E","","0"
"Puerto Rico",630,"Total renewable water resources per capita",4190,2017,2244.2311406352,"E","","0"
"Qatar",634,"National Rainfall Index (NRI)",4472,2017,36.0,"I","","0"
"Qatar",634,"Total internal renewable water resources per capita",4158,2017,20.5525101955,"E","","0"
"Qatar",634,"Dependency ratio",4192,2017,3.4482758621,"E","","0"
"Qatar",634,"Total renewable water resources per capita",4190,2017,21.2865284168,"E","","0"
"Qatar",634,"Interannual variability (WRI)",4541,2017,2.6,"I","","0"
"Qatar",634,"Seasonal variability (WRI)",4542,2017,0.4,"I","","0"
"Republic of Korea",410,"Total internal renewable water resources per capita",4158,2017,1269.1692753787,"E","","0"
"Republic of Korea",410,"Dependency ratio",4192,2017,6.9583931133,"E","","0"
"Republic of Korea",410,"Total renewable water resources per capita",4190,2017,1364.0878719182,"E","","0"
"Republic of Korea",410,"Interannual variability (WRI)",4541,2017,1.5,"I","","0"
"Republic of Korea",410,"Seasonal variability (WRI)",4542,2017,3.3,"I","","0"
"Republic of Korea",410,"Dam capacity per capita",4471,2017,368.6080520522,"E","","0"
"Republic of Moldova",498,"National Rainfall Index (NRI)",4472,2017,541.3,"I","","0"
"Republic of Moldova",498,"Total internal renewable water resources per capita",4158,2017,399.0458370652,"E","","0"
"Republic of Moldova",498,"Dependency ratio",4192,2017,86.7970660147,"E","","0"
"Republic of Moldova",498,"Total renewable water resources per capita",4190,2017,3022.4027288824,"E","","0"
"Republic of Moldova",498,"Interannual variability (WRI)",4541,2017,1.1,"I","","0"
"Republic of Moldova",498,"Seasonal variability (WRI)",4542,2017,0.8,"I","","0"
"Republic of Moldova",498,"Dam capacity per capita",4471,2017,277.7309761055,"E","","0"
"Romania",642,"National Rainfall Index (NRI)",4472,2017,647.4,"I","","0"
"Romania",642,"Total internal renewable water resources per capita",4158,2017,2156.3074613581,"E","","0"
"Romania",642,"Dependency ratio",4192,2017,80.010376869,"E","","0"
"Romania",642,"Total renewable water resources per capita",4190,2017,10787.1341406919,"E","","0"
"Romania",642,"Interannual variability (WRI)",4541,2017,1.3,"I","","0"
"Romania",642,"Seasonal variability (WRI)",4542,2017,0.8,"I","","0"
"Romania",642,"Dam capacity per capita",4471,2017,562.8583213905,"E","","0"
"Russian Federation",643,"National Rainfall Index (NRI)",4472,2017,489.3,"I","","0"
"Russian Federation",643,"Total internal renewable water resources per capita",4158,2017,29629.6129345959,"E","","0"
"Russian Federation",643,"Dependency ratio",4192,2017,4.7165527368,"E","","0"
"Russian Federation",643,"Total renewable water resources per capita",4190,2017,31096.28564629,"E","","0"
"Russian Federation",643,"Interannual variability (WRI)",4541,2017,1.5,"I","","0"
"Russian Federation",643,"Seasonal variability (WRI)",4542,2017,1.9,"I","","0"
"Russian Federation",643,"Dam capacity per capita",4471,2017,5507.7519986555,"E","","0"
"Rwanda",646,"National Rainfall Index (NRI)",4472,2017,1052.0,"I","","0"
"Rwanda",646,"Total internal renewable water resources per capita",4158,2017,792.9247077926,"E","","0"
"Rwanda",646,"Dependency ratio",4192,2017,28.5714285714,"E","","0"
"Rwanda",646,"Total renewable water resources per capita",4190,2017,1110.0945909097,"E","","0"
"Rwanda",646,"Interannual variability (WRI)",4541,2017,1.4,"I","","0"
"Rwanda",646,"Seasonal variability (WRI)",4542,2017,2.1,"I","","0"
"Rwanda",646,"Dam capacity per capita",4471,2017,0.0,"E","","0"
"Saint Kitts and Nevis",659,"Total internal renewable water resources per capita",4158,2017,461.1393985974,"E","","0"
"Saint Kitts and Nevis",659,"Dependency ratio",4192,2017,0.0,"E","","0"
"Saint Kitts and Nevis",659,"Total renewable water resources per capita",4190,2017,461.1393985974,"E","","0"
"Saint Lucia",662,"Total internal renewable water resources per capita",4158,2017,1657.8799031798,"E","","0"
"Saint Lucia",662,"Dependency ratio",4192,2017,0.0,"","","6433"
"Saint Lucia",662,"Total renewable water resources per capita",4190,2017,1657.8799031798,"E","","0"
"Saint Lucia",662,"Dam capacity per capita",4471,2017,14.3682924942,"E","","0"
"Saint Vincent and the Grenadines",670,"Total internal renewable water resources per capita",4158,2017,910.5229133091,"E","","0"
"Saint Vincent and the Grenadines",670,"Dependency ratio",4192,2017,0.0,"","","6433"
"Saint Vincent and the Grenadines",670,"Total renewable water resources per capita",4190,2017,910.5229133091,"E","","0"
"Samoa",882,"Dependency ratio",4192,2017,0.0,"","","6433"
"Samoa",882,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Samoa",882,"Dam capacity per capita",4471,2017,51.1896474057,"E","","0"
"San Marino",674,"Interannual variability (WRI)",4541,2017,1.4,"I","","0"
"San Marino",674,"Seasonal variability (WRI)",4542,2017,1.7,"I","","0"
"Sao Tome and Principe",678,"Total internal renewable water resources per capita",4158,2017,10526.8749185133,"E","","0"
"Sao Tome and Principe",678,"Dependency ratio",4192,2017,0.0,"E","","0"
"Sao Tome and Principe",678,"Total renewable water resources per capita",4190,2017,10526.8749185133,"E","","0"
"Sao Tome and Principe",678,"Dam capacity per capita",4471,2017,188.3248265239,"E","","0"
"Saudi Arabia",682,"National Rainfall Index (NRI)",4472,2017,128.6,"I","","0"
"Saudi Arabia",682,"Total internal renewable water resources per capita",4158,2017,72.5049702912,"E","","0"
"Saudi Arabia",682,"Dependency ratio",4192,2017,0.0,"E","","0"
"Saudi Arabia",682,"Total renewable water resources per capita",4190,2017,72.5049702912,"E","","0"
"Saudi Arabia",682,"Interannual variability (WRI)",4541,2017,3.5,"I","","0"
"Saudi Arabia",682,"Seasonal variability (WRI)",4542,2017,1.6,"I","","0"
"Saudi Arabia",682,"Dam capacity per capita",4471,2017,30.3330434242,"E","","0"
"Senegal",686,"National Rainfall Index (NRI)",4472,2017,576.0,"I","","0"
"Senegal",686,"Total internal renewable water resources per capita",4158,2017,1673.2217398199,"E","","0"
"Senegal",686,"Dependency ratio",4192,2017,33.7952270978,"E","","0"
"Senegal",686,"Total renewable water resources per capita",4190,2017,2527.3430697977,"E","","0"
"Senegal",686,"Interannual variability (WRI)",4541,2017,1.8,"I","","0"
"Senegal",686,"Seasonal variability (WRI)",4542,2017,3.9,"I","","0"
"Senegal",686,"Dam capacity per capita",4471,2017,16.2133889517,"E","","0"
"Serbia",688,"Total internal renewable water resources per capita",4158,2017,952.1352428438,"E","","0"
"Serbia",688,"Total renewable water resources per capita",4190,2017,18369.9698333837,"E","","0"
"Serbia",688,"Interannual variability (WRI)",4541,2017,1.0,"I","","0"
"Serbia",688,"Seasonal variability (WRI)",4542,2017,1.0,"I","","0"
"Serbia",688,"Dam capacity per capita",4471,2017,257.0776481184,"E","","0"
"Seychelles",690,"Dependency ratio",4192,2017,0.0,"","","6433"
"Seychelles",690,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Seychelles",690,"Dam capacity per capita",4471,2017,10.3715073949,"E","","0"
"Sierra Leone",694,"National Rainfall Index (NRI)",4472,2017,2546.0,"I","","0"
"Sierra Leone",694,"Total internal renewable water resources per capita",4158,2017,21366.3143762044,"E","","0"
"Sierra Leone",694,"Dependency ratio",4192,2017,0.0,"E","","0"
"Sierra Leone",694,"Total renewable water resources per capita",4190,2017,21366.3143762044,"E","","0"
"Sierra Leone",694,"Interannual variability (WRI)",4541,2017,0.6,"I","","0"
"Sierra Leone",694,"Seasonal variability (WRI)",4542,2017,3.6,"I","","0"
"Sierra Leone",694,"Dam capacity per capita",4471,2017,29.3786822673,"E","","0"
"Singapore",702,"Total internal renewable water resources per capita",4158,2017,105.1148721602,"E","","0"
"Singapore",702,"Dependency ratio",4192,2017,0.0,"E","","0"
"Singapore",702,"Total renewable water resources per capita",4190,2017,105.1148721602,"E","","0"
"Singapore",702,"Interannual variability (WRI)",4541,2017,0.8,"I","","0"
"Singapore",702,"Seasonal variability (WRI)",4542,2017,1.0,"I","","0"
"Singapore",702,"Dam capacity per capita",4471,2017,13.1218398747,"E","","0"
"Slovakia",703,"National Rainfall Index (NRI)",4472,2017,762.7,"I","","0"
"Slovakia",703,"Total internal renewable water resources per capita",4158,2017,2312.817782999,"E","","0"
"Slovakia",703,"Dependency ratio",4192,2017,74.8502994012,"E","","0"
"Slovakia",703,"Total renewable water resources per capita",4190,2017,9196.2040419244,"E","","0"
"Slovakia",703,"Interannual variability (WRI)",4541,2017,0.9,"I","","0"
"Slovakia",703,"Seasonal variability (WRI)",4542,2017,0.6,"I","","0"
"Slovakia",703,"Dam capacity per capita",4471,2017,316.9478147543,"E","","0"
"Slovenia",705,"National Rainfall Index (NRI)",4472,2017,949.3,"I","","0"
"Slovenia",705,"Total internal renewable water resources per capita",4158,2017,8991.5497733089,"E","","0"
"Slovenia",705,"Dependency ratio",4192,2017,41.4182616881,"E","","0"
"Slovenia",705,"Total renewable water resources per capita",4190,2017,15348.7247603297,"E","","0"
"Slovenia",705,"Interannual variability (WRI)",4541,2017,0.9,"I","","0"
"Slovenia",705,"Seasonal variability (WRI)",4542,2017,1.0,"I","","0"
"Slovenia",705,"Dam capacity per capita",4471,2017,16.1337395504,"E","","0"
"Solomon Islands",90,"National Rainfall Index (NRI)",4472,2017,2945.0,"I","","0"
"Solomon Islands",90,"Total internal renewable water resources per capita",4158,2017,70278.7093244282,"E","","0"
"Solomon Islands",90,"Dependency ratio",4192,2017,0.0,"E","","0"
"Solomon Islands",90,"Total renewable water resources per capita",4190,2017,70278.7093244282,"E","","0"
"Somalia",706,"National Rainfall Index (NRI)",4472,2017,408.3,"I","","0"
"Somalia",706,"Total internal renewable water resources per capita",4158,2017,411.2637181297,"E","","0"
"Somalia",706,"Dependency ratio",4192,2017,59.1836734694,"E","","0"
"Somalia",706,"Total renewable water resources per capita",4190,2017,1007.5961094178,"E","","0"
"Somalia",706,"Interannual variability (WRI)",4541,2017,2.9,"I","","0"
"Somalia",706,"Seasonal variability (WRI)",4542,2017,1.7,"I","","0"
"Somalia",706,"Dam capacity per capita",4471,2017,0.0,"I","","0"
"South Africa",710,"National Rainfall Index (NRI)",4472,2017,548.3,"I","","0"
"South Africa",710,"Total internal renewable water resources per capita",4158,2017,785.8304112019,"E","","0"
"South Africa",710,"Dependency ratio",4192,2017,12.8404669261,"E","","0"
"South Africa",710,"Total renewable water resources per capita",4190,2017,900.7230271254,"E","","0"
"South Africa",710,"Interannual variability (WRI)",4541,2017,3.0,"I","","0"
"South Africa",710,"Seasonal variability (WRI)",4542,2017,2.1,"I","","0"
"South Africa",710,"Dam capacity per capita",4471,2017,544.1502854354,"E","","0"
"South Sudan",728,"Total internal renewable water resources per capita",4158,2017,2382.9680839003,"E","","0"
"South Sudan",728,"Dependency ratio",4192,2017,65.7894736842,"E","","0"
"South Sudan",728,"Total renewable water resources per capita",4190,2017,4536.8046212717,"E","","0"
"South Sudan",728,"Interannual variability (WRI)",4541,2017,1.5,"I","","0"
"South Sudan",728,"Seasonal variability (WRI)",4542,2017,2.5,"I","","0"
